DEPARTURES_SCHEDULED,DEPARTURES_PERFORMED,SEATS,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_CITY_NAME,ORIGIN_STATE_ABR,DEST_AIRPORT_ID,DEST,DEST_CITY_NAME,DEST_STATE_ABR,AIRCRAFT_TYPE,YEAR,MONTH,DISTANCE_GROUP
2,2,132,372,OH,PSA Airlines Inc.,13277,MGM,"Montgomery, AL",AL,11057,CLT,"Charlotte, NC",NC,631,2017,2,1
2,1,63,737,OH,PSA Airlines Inc.,13296,MHT,"Manchester, NH",NH,11057,CLT,"Charlotte, NC",NC,631,2017,2,2
2,2,152,490,OH,PSA Airlines Inc.,13360,MLB,"Melbourne, FL",FL,11057,CLT,"Charlotte, NC",NC,638,2017,2,1
2,2,126,290,OH,PSA Airlines Inc.,13931,ORF,"Norfolk, VA",VA,11057,CLT,"Charlotte, NC",NC,631,2017,2,1
2,2,100,337,OH,PSA Airlines Inc.,14100,PHL,"Philadelphia, PA",PA,14492,RDU,"Raleigh/Durham, NC",NC,629,2017,2,1
2,2,100,328,OH,PSA Airlines Inc.,14122,PIT,"Pittsburgh, PA",PA,14492,RDU,"Raleigh/Durham, NC",NC,629,2017,2,1
2,2,100,337,OH,PSA Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",NC,14100,PHL,"Philadelphia, PA",PA,629,2017,2,1
2,2,100,328,OH,PSA Airlines Inc.,14492,RDU,"Raleigh/Durham, NC",NC,14122,PIT,"Pittsburgh, PA",PA,629,2017,2,1
2,2,74,91,PT,Piedmont Airlines,10431,AVL,"Asheville, NC",NC,11057,CLT,"Charlotte, NC",NC,483,2017,2,1
2,2,74,91,PT,Piedmont Airlines,11057,CLT,"Charlotte, NC",NC,10431,AVL,"Asheville, NC",NC,483,2017,2,1
2,2,74,175,PT,Piedmont Airlines,11057,CLT,"Charlotte, NC",NC,13139,LYH,"Lynchburg, VA",VA,483,2017,2,1
2,2,358,1337,UA,United Air Lines Inc.,11057,CLT,"Charlotte, NC",NC,11292,DEN,"Denver, CO",CO,634,2017,2,3
2,2,358,1337,UA,United Air Lines Inc.,11292,DEN,"Denver, CO",CO,11057,CLT,"Charlotte, NC",NC,634,2017,2,3
2,2,300,1436,UA,United Air Lines Inc.,11292,DEN,"Denver, CO",CO,14492,RDU,"Raleigh/Durham, NC",NC,694,2017,2,3
2,2,300,1436,UA,United Air Lines Inc.,14492,RDU,"Raleigh/Durham, NC",NC,11292,DEN,"Denver, CO",CO,694,2017,2,3
2,2,332,646,UA,United Air Lines Inc.,14492,RDU,"Raleigh/Durham, NC",NC,13930,ORD,"Chicago, IL",IL,614,2017,2,2
2,2,516,728,AA,American Airlines Inc.,10721,BOS,"Boston, MA",MA,11057,CLT,"Charlotte, NC",NC,696,2017,2,2
2,2,300,511,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13244,MEM,"Memphis, TN",TN,694,2017,2,2
2,2,300,650,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,13303,MIA,"Miami, FL",FL,694,2017,2,2
2,2,582,1773,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14107,PHX,"Phoenix, AZ",AZ,687,2017,2,4
2,2,256,600,AA,American Airlines Inc.,11057,CLT,"Charlotte, NC",NC,14635,RSW,"Fort Myers, FL",FL,698,2017,2,2
2,2,374,529,AA,American Airlines Inc.,11618,EWR,"Newark, NJ",NJ,11057,CLT,"Charlotte, NC",NC,699,2017,2,2
2,2,300,650,AA,American Airlines Inc.,13303,MIA,"Miami, FL",FL,11057,CLT,"Charlotte, NC",NC,694,2017,2,2
2,2,198,449,AA,American Airlines Inc.,14100,PHL,"Philadelphia, PA",PA,11057,CLT,"Charlotte, NC",NC,678,2017,2,1
2,2,582,1773,AA,American Airlines Inc.,14107,PHX,"Phoenix, AZ",AZ,11057,CLT,"Charlotte, NC",NC,687,2017,2,4
2,2,256,600,AA,American Airlines Inc.,14635,RSW,"Fort Myers, FL",FL,11057,CLT,"Charlotte, NC",NC,698,2017,2,2
2,2,286,926,WN,Southwest Airlines Co.,11057,CLT,"Charlotte, NC",NC,11259,DAL,"Dallas, TX",TX,619,2017,2,2
2,2,286,926,WN,Southwest Airlines Co.,11259,DAL,"Dallas, TX",TX,11057,CLT,"Charlotte, NC",NC,619,2017,2,2
2,2,286,1050,WN,Southwest Airlines Co.,14492,RDU,"Raleigh/Durham, NC",NC,12191,HOU,"Houston, TX",TX,619,2017,2,3
2,2,286,667,WN,Southwest Airlines Co.,15016,STL,"St. Louis, MO",MO,14492,RDU,"Raleigh/Durham, NC",NC,619,2017,2,2
2,2,332,457,G4,Allegiant Air,14761,SFB,"Sanford, FL",FL,12544,USA,"CONCORD, NC",NC,655,2017,2,1
2,2,332,457,G4,Allegiant Air,12544,USA,"CONCORD, NC",NC,14761,SFB,"Sanford, FL",FL,655,2017,2,1
2,2,130,226,EV,ExpressJet Airlines Inc.,10397,ATL,"Atlanta, GA",GA,11057,CLT,"Charlotte, NC",NC,631,2017,2,1
2,2,152,544,EV,ExpressJet Airlines Inc.,11057,CLT,"Charlotte, NC",NC,12953,LGA,"New York, NY",NY,638,2017,2,2
2,2,130,306,EV,ExpressJet Airlines Inc.,11995,GSO,"Greensboro/High Point, NC",NC,10397,ATL,"Atlanta, GA",GA,631,2017,2,1
2,2,152,461,EV,ExpressJet Airlines Inc.,11995,GSO,"Greensboro/High Point, NC",NC,12953,LGA,"New York, NY",NY,638,2017,2,1
2,2,152,544,EV,ExpressJet Airlines Inc.,12953,LGA,"New York, NY",NY,11057,CLT,"Charlotte, NC",NC,638,2017,2,2
2,2,0,570,FX,Federal Express Corporation,11995,GSO,"Greensboro/High Point, NC",NC,13244,MEM,"Memphis, TN",TN,730,2017,2,2
2,2,0,427,FX,Federal Express Corporation,12339,IND,"Indianapolis, IN",IN,11995,GSO,"Greensboro/High Point, NC",NC,110,2017,2,1
2,2,0,511,FX,Federal Express Corporation,13244,MEM,"Memphis, TN",TN,11057,CLT,"Charlotte, NC",NC,732,2017,2,2
2,2,300,328,AA,American Airlines Inc.,10693,BNA,"Nashville, TN",TN,11057,CLT,"Charlotte, NC",NC,694,2017,3,1
2,2,320,612,AA,American Airlines Inc.,10721,BOS,"Boston, MA",MA,14492,RDU,"Raleigh/Durham, NC",NC,614,2017,3,2
